Schema,表名,表中文名,总行数,原确认状态,复核动作,复核理由,候选时间字段,是否仍需人工确认
MEDREC,MEDICAL_ADDITION_COSTS,住院病人附页费用记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,MEDICAL_CARD_EHEALTH,健康卡,94292,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CREATE_DATE，需后续只读 SQL 补近30天活跃度,CREATE_DATE,?
MEDREC,MEDICAL_CARD_MEMO,医疗卡说明,1988498,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：EXPIRATION_DATE，需后续只读 SQL 补近30天活跃度,EXPIRATION_DATE,?
MEDREC,MEDICAL_CARD_NUM_RECORD,办卡数量,360895,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
MEDREC,MEDICAL_CARD_VS_IDNO,,1104607,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 14358 ??????,OPERATE_DATE,?
MEDREC,MEDICAL_CARD_VS_IDNO_DEL_BK,,1271,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,OPERATE_DATE,?
MEDREC,MEDICAL_COSTS,住院病人费用记录,6040776,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MEDICAL_RECORD_REVIEW_TABLE,病案首页审核记录表,285494,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：MR_STATUS，需后续只读 SQL 补近30天活跃度,MR_STATUS,?
MEDREC,MODEL_ITEMS,公共模板制作,10953,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MODEL_ITEMS_SELECT,门诊病历模板选择,36466,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_BILL_COSTS,2011版病案首页住院病人费用记录,6777511,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_BILL_COSTS1,2011版病案首页住院病人费用记录,901644,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_BILL_COSTSAA,,112933,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
MEDREC,MR_BILL_COSTS_PATIENTINF,,4917,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
MEDREC,MR_CATALOGER_VS_DEPT,病案编码员质控科室,668,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_COMM_VS_HIS_COMM,2011版病案首页国家基础数据与HIS对照字典,81,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_DIAGNOSIS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,DIAGNOSIS_DATE,?
MEDREC,MR_DIAG_COMPARING,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_FILE_INDEX,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,CREATOR_NAME,?
MEDREC,MR_HOSPITAL_OPN_RECORD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,MR_DATE,?
MEDREC,MR_INDEX,病案索引,530030,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：LAST_ACCESS_DATE_TIME，需后续只读 SQL 补近30天活跃度,LAST_ACCESS_DATE_TIME,?
MEDREC,MR_ON_LINE,联机病历描述,47534,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：REQUEST_DATE_TIME，需后续只读 SQL 补近30天活跃度,REQUEST_DATE_TIME,?
MEDREC,MR_OPERATION,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,OPERATING_DATE,?
MEDREC,MR_PAPER_DESC,病案纸张描述,1,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_PAT_VISIT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ADMISSION_DATE_TIME,?
MEDREC,MR_QUERY_CONDITION,病案查询条件记录（病案复合检索窗口专用）,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,MR_RCD_BABY,妇婴首页之婴儿信息,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,VISIT_ID,?
MEDREC,MR_RCD_MOM,妇婴首页之孕妇信息,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,MR_REC,病案记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,MR_CREATE_DATE,?
MEDREC,MR_REPORT_BJ01,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_BJ02,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_BJ03,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_BJ04,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_BJ05,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_BJ10,卫统5接口表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,S0109,?
MEDREC,MR_REPORT_DATA,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_REPORT_DEPT,报表用科室,50,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_REPORT_DIAG,统计病种字典,276,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_REPORT_ITEM,报表用费用分类,0,待人工确认,remain_manual,规则未能确定,,?
MEDREC,MR_REPORT_PRTST,打印参数,60,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_REPORT_SORTSET,打印参数,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,MR_REPORT_SQL,报表用SQL语句,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,MR_REPORT_SYNTAX,数据窗口语法,2,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_RETURN_TERM,,15,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
MEDREC,MR_SYSPARM,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,MR_TRANSFER,,609234,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 5138 ??????,ADMISSION_DATE_TIME,?
MEDREC,MR_WORK_PATH,当前病历路径描述,1,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,MR_WT_TWO_THREE,卫统报表2-3部分数据记录表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,MR_DATE,?
MEDREC,NEWBORN_EVAL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,EVAL_DATE,?
MEDREC,NEWBORN_REC,,8520,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,DATE_OF_BIRTH,?
MEDREC,ONLY_ID,,5068,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
MEDREC,OPERATION_1,手术记录,161744,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：OPERATING_DATE，需后续只读 SQL 补近30天活跃度,OPERATING_DATE,?
MEDREC,OPER_SETTLE_CARD,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,START_DATE,?
MEDREC,PATIENT_CARD_INFO,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REGISTER_DATE,?
MEDREC,PAT_ICU_RECORD,住院重症监护记录,4539,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：INTO_ICU_DATE，需后续只读 SQL 补近30天活跃度,INTO_ICU_DATE,?
MEDREC,PAT_VISIT_ATTACHED,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,COMA_TIME_BEFORE_ADMIT,?
MEDREC,PAT_VISIT_BIS,,5378,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
MEDREC,PAT_VISIT_CANCEL,病人住院主记录,3922,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：DEPT_ADMISSION_TO，需后续只读 SQL 补近30天活跃度,DEPT_ADMISSION_TO,?
MEDREC,PAT_VISIT_EXTEND,住院信息延伸表用于病案信息新增字段的升级,28608,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PLAN_ADMISSION，需后续只读 SQL 补近30天活跃度,PLAN_ADMISSION,?
MEDREC,PAT_VISIT_INSURE,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,OCCUR_DATE,?
MEDREC,PAT_VISIT_NEW,住院登记扩展,214217,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CR_DATE_TIME，需后续只读 SQL 补近30天活跃度,CR_DATE_TIME,?
MEDREC,PAT_VISIT_PDF,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,ADMISSION_DATE_TIME,?
MEDREC,PAT_VISIT_PDF_DETAIL,,5,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,CREATE_DATE,?
MEDREC,PERSON,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,STAT_ICU_VS_HIS_ICU,卫统重症监护室代码和HIS重症监护室科室对照字典,0,待人工确认,remain_manual,规则未能确定,,?
MEDREC,STAT_SINGLE_DIAGNOSIS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,STAT_VS_CHARGE_TYPE,卫统5医保接口用医疗付款方式(停用，启用新表),16,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,STAT_VS_CHARGE_TYPE_NEW,新医保接口用医疗付款方式2020,20,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
MEDREC,STAT_VS_HIS_ANAESTHESIA,卫统麻醉方式和HIS麻醉方式对照字典,0,待人工确认,remain_manual,规则未能确定,,?
MEDREC,STAT_VS_HIS_DISCHARGE,卫统离院方式和HIS离院方式对照字典,0,待人工确认,remain_manual,规则未能确定,,?
MEDREC,STAT_VS_HIS_RELATION,卫统联系人关系代码和HIS关系对照字典,0,待人工确认,remain_manual,规则未能确定,,?
MEDREC,TONGREN_PAT_VISIT,同仁向北京市卫生局上报的病案号表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,TRANSFER,病人在科记录,612266,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ADMISSION_DATE_TIME，需后续只读 SQL 补近30天活跃度,ADMISSION_DATE_TIME,?
MEDREC,TRANSFER_C0525325,,6,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,ADMISSION_DATE_TIME,?
MEDREC,TRANSFER_VS_HLHT,病人在科记录,40172,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：DISCHARGE_DATE_TIME，需后续只读 SQL 补近30天活跃度,DISCHARGE_DATE_TIME,?
MEDREC,ZLKM_VS_HIS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
MEDREC,ZY_VS_HIS,卫统5职业与HIS职业对照,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
MEDREC,结果,,43682,待人工确认,exclude,表名含中文临时/手工结果语义，按用户规则排除,DIAGNOSISDATE,?
ORDADM,CEQ$ORDERS,,0,待人工确认,exclude,技术配置/工具表且为空，不进入治理资产,START_DATE_TIME,?
ORDADM,CLG$ORDERS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
ORDADM,CONSULTATION_MDT_DETAIL,,9,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,AFFIRM_DATE_TIME,?
ORDADM,CONSULTATION_MDT_MASTER,,7,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,APPLY_DATE_TIME,?
ORDADM,CURE_APPOINTS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REQ_DATE_TIME,?
ORDADM,CURE_PROJECT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,CURE_DATE_NUMBER,?
ORDADM,CURE_REPORT,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REPORT_DATE,?
ORDADM,CVR$ORDERS,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
ORDADM,DOCTOR_ORDERS,医生医嘱,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,START_DATE_TIME,?
ORDADM,GROUP_ORDER_ITEMS,成组医嘱模板明细,78221,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：FREQUENCY，需后续只读 SQL 补近30天活跃度,FREQUENCY,?
ORDADM,GROUP_ORDER_MASTER,成组医嘱模板主记录,11191,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CREATE_DATE_TIME，需后续只读 SQL 补近30天活跃度,CREATE_DATE_TIME,?
ORDADM,GROUP_ORDER_SELECTION,医生级医嘱模板对应表,3255,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
ORDADM,ORDERS_ANTI_DRUG,抗菌药使用登记表,561709,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：PREVENTION_TIME，需后续只读 SQL 补近30天活跃度,PREVENTION_TIME,?
ORDADM,ORDERS_C0525325,,16,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,START_DATE_TIME,?
ORDADM,ORDERS_COSTS_C0525325,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,START_DATE,?
ORDADM,ORDERS_COSTS_TEST,医嘱计价项目,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,START_DATE,?
ORDADM,ORDERS_EXECUTE,,722,待人工确认,force_keep_by_user,有数据但缺中文名/备注/验证关系，需人工确认??????用户指定保留：医嘱执行记录表，执行一次生成一条记录,CONVERSION_DATE_TIME,?
ORDADM,ORDERS_EXECUTE_DETAILSC0525325,,3,待人工确认,exclude_activity_or_backup_corrected,有数据但缺中文名/备注/验证关系，需人工确认????? BACKUP/DEL/C0525325/??????,EXEC_DATE_TIME,?
ORDADM,ORDERS_LIMIT_OPER_DRUGLIST,,17,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
ORDADM,ORDERS_SHEET_IMAGE,医嘱记录单影象,40034545,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CREATE_DATE，需后续只读 SQL 补近30天活跃度,CREATE_DATE,?
ORDADM,ORDERS_SPECIAL_ANTI_REQUEST,特抗药申请使用会诊专家名单,21,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
ORDADM,ORDERS_TEST,医嘱,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,DURATION,?
ORDADM,PUB_IPM_BILL,综合执行单主表,2835,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：BILL_CODE，需后续只读 SQL 补近30天活跃度,BILL_CODE,?
ORDADM,PUB_IPM_BILLDETAIL,综合执行单明细表,28264,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：BILL_CODE，需后续只读 SQL 补近30天活跃度,BILL_CODE,?
ORDADM,PUB_IPM_BILL_POWER,公共分类执行单科室停用权限,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,BILL_ID,?
ORDADM,SPECIALTIES_CURE_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,CURE_START_DATE,?
ORDADM,SPECIALTIES_CURE_MASTER,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,CURE_DATE_TIME,?
ORDADM,TJJKHLYY_XML,,1146497,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,CREATEDATE,?
ORDADM,VITAL_SIGNS_REC,病人体症记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,RECORDING_DATE,?
ORDADM,hp_appointment,预约记录表,1439387,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：APPOINT_DATE，需后续只读 SQL 补近30天活跃度,APPOINT_DATE,?
OUTPADM,APPOINTINFOVIEW,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REGISTERTIME,?
OUTPADM,CLINIC_APPOINTS,门诊预约记录,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,VISIT_DATE_APPTED,?
OUTPADM,CLINIC_APPOINTS_SIGN,门诊预约记录,12383,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,CLINIC_BILL_ITEMS,挂号收费费用明细,872700,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,CLINIC_FOR_REGIST,门诊号表,7329870,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CLINIC_DATE，需后续只读 SQL 补近30天活跃度,CLINIC_DATE,?
OUTPADM,CLINIC_INDEX,门诊号别定义,917,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPADM,CLINIC_INDEX_HSJC,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
OUTPADM,CLINIC_MASTER_REFERRAL,转诊记录,36,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,CLINIC_PAYMENTS_MONEY,挂号支付方式记录,2979693,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,CLINIC_PRICE,诊疗费价表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
OUTPADM,CLINIC_RETURNED_ACCT,挂号结帐主记录,88177,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,CLINIC_RETURN_RECORD,,4,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,RETURN_DATE,?
OUTPADM,CLINIC_SCHEDULE,门诊安排记录,6888,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：TIME_DESC，需后续只读 SQL 补近30天活跃度,TIME_DESC,?
OUTPADM,FEVER_STATE,发热状态,5779,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,MR_REQUEST_QUEUE,挂号结帐主记录,3,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,REGISTRATION_DATE,?
OUTPADM,OUTP_COUNSELED_CLIPAT,待诊病人信息,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,VISIT_DATE,?
OUTPADM,OUTP_COUNSELED_EXAMPAT,已分诊的特诊病人,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,EXAM_NO,?
OUTPADM,OUTP_COUNSEL_PATIENT_SOURCE,分诊申请信息,5462694,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPADM,OUTP_COUNSEL_PRIORITY,分诊优先原因字典,0,待人工确认,remain_manual,规则未能确定,,?
OUTPADM,OUTP_COUNSEL_REQUEST_INFO,分诊申请信息,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,REQUEST_TIME,?
OUTPADM,REGIST_ACCT_DETAIL,挂号结帐明细记录,76553,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPADM,REGIST_ACCT_MASTER,挂号结帐主记录,74243,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
OUTPADM,REGIST_ACCT_MONEY,挂号结帐主记录,230655,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPADM,SPECIAL_REGIST_PRICE,特殊挂号费价表,0,待人工确认,remain_manual,空表但有中文名或业务域，需人工确认是否历史保留,,?
OUTPBILL,CHARGE_REDUCE_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,,?
OUTPBILL,CHARGE_REDUCE_MASTER,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,OPER_DATE_TIME,?
OUTPBILL,EINV_COMM_DATA,,221,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
OUTPBILL,EINV_RCPT_MASTER,,5554372,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 130624 ??????,SETTLE_DATE,?
OUTPBILL,OPERATOR_CHECK_USE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,START_DATE_TIME,?
OUTPBILL,OUTP_ACCT_DETAIL,门诊收费结帐明细记录,442774,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPBILL,OUTP_ACCT_MASTER,门诊收费结帐主记录,93561,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：ACCT_DATE，需后续只读 SQL 补近30天活跃度,ACCT_DATE,?
OUTPBILL,OUTP_ACCT_MONEY,门诊收费结帐金额分类,327292,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPBILL,OUTP_BILL_ITEMS_BACK,,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,VISIT_DATE,?
OUTPBILL,OUTP_BILL_ITEMS_BK,,58,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,VISIT_DATE,?
OUTPBILL,OUTP_BILL_ITEMS_HRP,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
OUTPBILL,OUTP_BILL_ITEMS_TEMP,门诊病人诊疗费用项目,1046,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,VISIT_DATE,?
OUTPBILL,OUTP_CARD_RCPT_MASTER,门诊卡收据记录,5553243,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPBILL,OUTP_ORDER_DESC,开单记录,13035231,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：VISIT_DATE，需后续只读 SQL 补近30天活跃度,VISIT_DATE,?
OUTPBILL,OUTP_ORDER_DESC_BACK,开单记录,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,VISIT_DATE,?
OUTPBILL,OUTP_PAYMENTS_MONEY,门诊病人支付方式记录,11080146,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
OUTPBILL,OUTP_PAYMENTS_MONEY_BACK,门诊病人支付方式记录,0,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,,?
OUTPBILL,OUTP_RCPT_MASTER_YD,,95224,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,BRJSH,?
OUTPBILL,OUTP_RCPT_MASTER_YD_RE,,16,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,JSHID,?
OUTPBILL,OUTP_REFUND_INVOICE,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,REFUND_DATE,?
OUTPBILL,PREPAYMENT_RCPT_20210418,,12,待人工确认,exclude,表名含备份/临时/测试/日志/日期快照特征，按用户规则排除,TRANSACT_DATE,?
OUTPBILL,RCPT_VS_CHECK,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,VISIT_DATE,?
PHARMACY,BINDING_PRESC_DETAIL,协定处方子表,1932,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,BINDING_PRESC_MASTER,协定处方主表,232,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CREATE_DATE_TIME，需后续只读 SQL 补近30天活跃度,CREATE_DATE_TIME,?
PHARMACY,BINDING_PRESC_SELECTION,用户与协定处方关系表,700,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留,,?
PHARMACY,BUY_DRUG_PLAN,采购信息表,14332,待人工确认,promote_core,有中文名/业务备注且非备份临时，存在数据，按用户规则优先保留；存在候选时间字段：CHECK_NUMBER，需后续只读 SQL 补近30天活跃度,CHECK_NUMBER,?
PHARMACY,DATAPRESCRIPTIONDETAIL_DATA,,357343,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 2371 ??????,PRESTIME,?
PHARMACY,DATAPRESCRIPTION_DATA,,26191,待人工确认,promote_core_activity_verified,有数据但缺中文名/备注/验证关系，需人工确认??? SQL ???30? 181 ??????,PRESTIME,?
PHARMACY,DRUG_APPLICATION_LIST_DETAIL,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,LIST_DATE,?
PHARMACY,DRUG_APPLICATION_LIST_MASTER,,0,待人工确认,exclude,空表且无中文名/数据库备注/明确业务用途,LIST_DATE,?
PHARMACY,DRUG_BETCH_PROVIDER_NO,,1,待人工确认,remain_manual,有数据但缺中文名/备注/验证关系，需人工确认,,?
